wpm,eye_contact_percentage,filler_word_count,grade
174,4.63,5,D
62,26.62,26,D
85,49.72,3,C
150,41.99,14,C
75,19.18,4,D
135,33.38,25,D
53,72.77,4,D
131,66.93,6,B
176,7.18,29,D
137,74.73,8,B
176,5.3,6,D
169,54.29,8,C
71,26.01,19,D
179,58.77,9,D
80,26.13,29,D
168,98.5,25,D
60,30.97,3,D
95,24.2,5,D
145,27.85,23,D
59,89.65,13,D
177,63.62,8,D
148,73.07,0,B
161,91.8,16,C
109,91.19,12,C
136,73.89,23,D
194,19.78,26,D
114,84.34,6,B
106,20.38,8,D
155,74.29,10,B
58,68.56,2,D
71,75.89,25,D
190,53.27,11,D
138,63.87,20,D
67,95.33,2,D
164,10.11,14,D
194,30.88,20,D
192,61.14,9,D
155,96.41,0,B
64,9.56,13,D
112,2.25,26,D
62,5.57,19,D
130,5.24,5,D
81,90.78,1,C
186,72.13,28,D
89,67.71,22,D
197,52.26,7,D
131,78.2,0,B
126,15.56,28,D
125,39.19,3,D
87,49.0,26,D
120,11.04,3,D
97,41.95,28,D
67,31.65,4,D
193,3.56,29,D
88,13.67,27,D
138,76.4,27,D
111,1.8,19,D
190,93.43,8,D
158,8.64,22,D
130,79.92,12,C
183,89.86,17,D
126,94.11,16,C
139,86.75,24,D
63,28.76,0,D
144,33.31,21,D
103,42.65,14,C
181,13.93,30,D
88,2.23,1,D
121,86.91,15,C
74,55.41,19,C
126,60.87,21,D
169,92.7,4,C
102,66.51,26,D
180,69.09,21,D
199,78.7,18,D
145,11.63,4,D
121,36.02,1,D
111,96.82,6,B
55,92.29,2,D
81,88.41,16,C
148,45.21,29,D
187,85.72,23,D
180,4.84,23,D
125,14.85,2,D
108,41.4,12,C
80,48.34,6,C
142,26.35,24,D
118,35.65,23,D
101,16.28,2,D
138,48.91,14,C
176,79.38,28,D
80,66.14,17,C
133,10.78,28,D
176,48.76,9,D
199,69.76,22,D
181,52.99,6,D
62,39.17,8,D
94,62.19,4,B
176,96.86,19,D
163,9.49,7,D
69,39.0,13,D
130,40.66,3,C
178,57.7,19,D
192,15.22,27,D
66,17.66,13,D
107,28.54,11,D
121,95.59,1,A
158,73.41,12,C
72,66.17,30,D
121,81.7,0,A
57,12.76,19,D
108,85.93,6,B
160,59.48,27,D
62,33.53,24,D
65,81.59,8,D
168,80.26,27,D
51,84.57,25,D
194,11.55,30,D
79,96.94,16,C
152,95.96,20,D
62,35.75,22,D
145,6.59,12,D
143,16.71,22,D
131,99.28,9,B
62,56.3,15,D
143,35.66,5,D
198,28.82,15,D
161,25.7,10,D
104,66.42,25,D
130,41.94,19,C
165,96.54,2,C
192,68.38,27,D
157,79.2,28,D
102,29.27,8,D
177,7.92,14,D
106,48.78,27,D
101,31.46,12,D
186,20.21,9,D
160,95.26,19,C
50,44.4,23,D
93,17.47,12,D
124,19.87,16,D
147,28.07,6,D
58,99.93,27,D
81,26.8,5,D
64,32.88,12,D
189,65.93,27,D
185,29.4,16,D
121,21.58,14,D
61,15.86,3,D
114,31.27,27,D
156,10.59,14,D
91,1.86,13,D
164,80.46,20,D
188,13.79,10,D
152,77.6,23,D
144,79.75,30,D
66,53.79,3,D
134,30.97,2,D
200,14.5,1,D
105,73.68,19,C
183,60.14,26,D
135,65.55,9,B
151,0.87,29,D
103,92.75,12,C
164,6.63,19,D
188,36.68,28,D
137,40.27,25,D
98,0.14,20,D
198,49.71,28,D
164,75.28,22,D
112,82.33,24,D
153,87.94,17,C
132,48.77,20,D
152,63.06,15,C
66,7.95,10,D
55,48.8,9,D
196,15.48,8,D
77,36.96,11,D
87,32.93,29,D
168,42.35,28,D
86,57.16,18,C
164,90.29,0,C
117,39.45,17,D
92,98.11,13,C
107,75.9,21,D
62,51.15,20,D
101,64.4,0,B
107,10.22,16,D
81,84.45,10,C
154,58.24,19,C
132,98.61,27,D
148,63.64,14,C
153,83.41,3,B
77,79.98,14,C
178,34.55,21,D
97,25.96,21,D
89,43.05,25,D
146,46.72,13,C
163,24.01,21,D
181,89.46,0,D
186,54.25,25,D
160,97.84,8,B
193,81.0,26,D
125,55.57,6,C
80,94.7,22,D
168,50.49,10,C
191,88.71,22,D
74,35.81,1,D
83,37.86,1,D
116,41.81,5,C
167,54.66,22,D
122,55.35,18,C
75,49.64,28,D
197,30.6,19,D
153,92.72,13,C
59,58.86,27,D
116,40.77,2,C
54,65.12,6,D
76,76.8,6,C
162,96.07,3,C
64,49.95,28,D
154,11.21,22,D
93,44.08,4,C
75,47.9,16,C
144,89.7,25,D
133,39.48,3,D
189,95.33,22,D
181,48.51,12,D
136,97.38,15,C
161,0.82,15,D
178,89.88,30,D
138,93.11,1,A
115,96.1,17,C
180,1.31,0,D
171,17.17,17,D
198,65.38,25,D
133,2.55,29,D
165,6.36,7,D
165,22.11,10,D
87,51.24,23,D
192,54.59,23,D
159,3.43,14,D
95,17.04,15,D
74,49.97,16,C
70,59.39,16,C
170,14.84,11,D
171,39.88,9,D
182,90.44,19,D
119,99.89,5,B
162,98.72,7,C
156,88.17,12,C
161,39.47,1,D
157,68.66,28,D
96,41.66,18,C
140,64.85,21,D
67,30.94,9,D
198,60.62,3,D
153,52.38,11,C
200,2.45,17,D
89,79.07,6,C
187,1.19,19,D
138,29.32,23,D
110,0.59,23,D
54,37.62,22,D
171,6.32,25,D
104,91.35,24,D
86,41.57,3,C
105,45.95,6,C
151,34.99,9,D
142,62.75,25,D
122,78.44,14,C
108,64.81,11,B
51,74.82,0,D
153,90.6,19,C
100,86.35,17,C
79,67.41,24,D
60,21.46,15,D
157,63.77,4,B
125,50.61,18,C
139,71.72,3,B
172,83.29,5,D
174,74.27,25,D
171,84.66,16,D
143,6.39,6,D
152,3.16,23,D
80,25.85,22,D
101,90.07,6,B
138,82.37,8,B
125,68.27,12,C
178,70.08,19,D
71,72.67,13,C
89,94.26,15,C
150,83.22,22,D
160,62.34,8,B
178,66.57,14,D
114,21.37,4,D
198,65.73,17,D
128,42.47,30,D
71,15.3,20,D
148,80.64,19,C
57,51.02,7,D
66,97.74,14,D
66,28.17,20,D
139,48.07,24,D
190,44.8,8,D
194,12.08,18,D
130,42.61,28,D
127,28.76,25,D
55,16.03,30,D
159,28.22,21,D
63,23.33,5,D
121,73.41,3,B
192,3.08,10,D
103,61.75,28,D
76,76.07,9,C
62,48.07,2,D
109,93.16,0,B
55,70.79,11,D
107,74.79,22,D
98,19.69,14,D
200,77.73,14,D
75,83.21,20,D
96,36.13,13,D
54,21.34,25,D
69,38.51,30,D
183,73.96,6,D
108,41.76,16,C
195,73.67,23,D
181,11.36,18,D
66,80.6,6,D
63,25.32,27,D
62,24.89,2,D
184,59.04,29,D
177,7.01,2,D
93,2.63,25,D
168,26.1,24,D
192,53.81,28,D
68,90.76,17,D
112,84.64,29,D
130,49.04,19,C
196,3.71,21,D
197,53.53,13,D
149,70.48,2,B
171,33.92,27,D
93,11.11,25,D
153,27.86,29,D
110,77.16,25,D
174,35.12,6,D
194,81.2,6,D
120,31.95,30,D
156,16.36,4,D
99,43.58,2,C
114,45.23,17,C
148,1.61,14,D
81,11.7,30,D
190,18.49,19,D
107,11.36,13,D
177,34.15,30,D
191,96.46,28,D
161,50.92,3,C
117,62.76,26,D
89,35.64,23,D
193,32.35,7,D
181,2.31,28,D
139,50.03,20,D
77,48.36,12,C
145,15.78,21,D
80,76.43,7,C
52,49.27,14,D
185,33.9,16,D
73,14.69,4,D
64,55.22,19,D
94,75.28,3,B
57,28.2,10,D
120,21.88,17,D
157,52.19,9,C
164,15.53,16,D
152,66.66,29,D
174,60.53,14,D
106,8.71,5,D
79,3.65,22,D
195,62.03,20,D
163,29.43,15,D
166,8.64,14,D
109,75.94,7,B
147,31.4,8,D
175,45.96,10,D
200,23.68,26,D
143,62.73,1,B
183,30.15,26,D
171,96.8,12,D
157,70.29,3,B
53,13.67,26,D
142,41.67,8,C
200,38.54,4,D
55,53.42,18,D
81,84.19,21,D
155,58.34,30,D
195,6.16,2,D
64,65.54,29,D
171,0.83,20,D
145,78.0,2,B
55,66.66,5,D
161,30.88,27,D
169,29.24,9,D
172,79.83,4,D
116,78.33,29,D
155,35.23,24,D
188,29.89,2,D
92,55.98,21,D
194,0.84,23,D
145,8.27,6,D
181,12.62,21,D
130,18.54,29,D
90,51.2,30,D
182,99.22,17,D
84,65.26,30,D
71,6.13,22,D
199,52.56,7,D
161,49.66,0,C
60,14.42,30,D
52,92.03,24,D
186,44.08,3,D
109,99.46,23,D
125,42.01,30,D
136,60.8,25,D
63,10.48,6,D
67,45.42,13,D
162,23.88,12,D
122,83.56,9,B
72,78.39,22,D
132,82.42,17,C
174,72.36,0,D
118,83.27,3,A
96,20.08,27,D
165,45.2,15,C
79,69.18,15,C
74,63.74,17,C
161,71.64,7,C
74,22.43,9,D
123,9.84,15,D
107,91.68,22,D
143,56.02,23,D
168,15.38,10,D
176,79.34,5,D
74,91.49,0,C
127,16.96,29,D
148,81.74,28,D
165,93.32,28,D
97,93.84,11,B
59,91.42,24,D
148,54.64,5,C
60,35.62,27,D
134,0.73,12,D
198,6.09,25,D
184,42.88,16,D
175,39.93,0,D
113,18.47,7,D
51,39.55,21,D
125,17.47,7,D
170,84.88,23,D
91,29.82,30,D
103,59.86,10,C
124,50.28,13,C
65,5.19,23,D
67,94.22,9,D
139,52.72,14,C
193,32.51,6,D
55,15.81,6,D
157,33.85,9,D
97,2.05,3,D
91,36.36,24,D
125,53.15,27,D
126,87.19,17,C
181,68.74,26,D
179,11.16,24,D
108,14.77,9,D
76,42.81,18,C
128,19.57,13,D
121,2.78,12,D
56,80.5,14,D
160,1.95,15,D
168,83.07,1,C
112,14.41,28,D
173,97.47,3,D
61,60.39,20,D
190,73.5,17,D
92,11.05,28,D
66,86.21,30,D
112,83.92,16,C
169,65.3,9,C
85,50.23,26,D
57,72.15,20,D
118,0.59,8,D
139,59.24,14,C
85,84.74,27,D
77,35.69,11,D
167,10.83,30,D
142,42.09,20,D
125,72.71,27,D
150,10.73,26,D
200,20.6,25,D
193,14.76,8,D
63,79.69,13,D
120,6.29,12,D
173,68.66,27,D
174,36.65,25,D
86,75.58,5,C
78,96.44,18,C
192,11.45,3,D
68,31.44,19,D
155,81.01,16,C
70,26.62,18,D
113,21.51,2,D
76,82.54,28,D
104,98.71,13,C
78,55.69,16,C
197,27.8,12,D
74,39.86,8,D
119,17.01,26,D
112,76.19,0,B
179,77.35,24,D
199,87.51,16,D
65,2.66,15,D
195,56.2,17,D
149,21.43,1,D
79,34.09,13,D
94,78.5,21,D
68,19.2,22,D
83,63.83,26,D
190,65.46,16,D
111,95.41,2,A
167,77.52,1,C
149,80.36,7,B
71,53.16,24,D
160,18.68,28,D
122,42.56,1,C
196,54.95,1,D
87,67.84,25,D
119,60.77,30,D
165,39.4,8,D
128,26.53,29,D
197,16.82,19,D
58,69.38,20,D
81,64.54,28,D
181,68.74,26,D
99,37.25,24,D
131,26.24,5,D
54,75.97,25,D
197,77.36,11,D
136,45.56,24,D
175,61.19,8,D
124,37.35,6,D
71,70.19,29,D
117,83.57,11,B
93,68.82,25,D
83,51.26,24,D
126,45.87,4,C
91,64.23,15,C
186,67.98,4,D
155,55.87,11,C
144,62.49,23,D
184,9.66,25,D
117,95.18,19,C
196,79.08,8,D
177,37.39,22,D
134,56.28,6,C
132,4.73,28,D
144,4.12,30,D
81,25.08,18,D
115,68.97,19,C
165,85.21,22,D
187,55.92,10,D
179,53.21,26,D
109,40.23,29,D
66,16.16,20,D
145,11.84,11,D
193,76.07,2,D
65,92.75,16,D
95,45.83,6,C
156,65.94,21,D
137,91.45,9,B
178,9.01,30,D
188,77.05,22,D
168,61.68,14,C
134,59.86,29,D
53,29.25,1,D
120,68.39,12,C
160,79.48,27,D
99,11.29,3,D
189,53.35,17,D
144,10.13,23,D
141,87.26,22,D
114,50.76,0,C
96,80.8,1,B
155,36.81,1,D
179,12.51,3,D
155,4.15,2,D
73,28.15,16,D
53,24.42,27,D
157,56.04,13,C
68,2.17,1,D
89,52.06,15,C
99,39.18,10,D
124,57.71,24,D
61,70.24,12,D
76,63.41,0,C
162,98.46,24,D
98,13.83,22,D
193,42.97,1,D
179,42.48,1,D
109,41.71,20,D
79,66.38,28,D
133,48.98,4,C
77,51.74,3,C
74,43.24,11,C
145,99.17,25,D
174,92.76,25,D
59,30.77,28,D
91,11.16,27,D
89,83.98,2,C
126,99.72,19,C
154,29.26,9,D
167,35.78,19,D
91,94.16,17,C
96,71.11,20,D
71,29.56,30,D
156,58.1,20,D
76,94.42,20,D
90,81.18,26,D
129,74.18,30,D
138,73.7,26,D
115,17.8,9,D
61,82.47,0,D
122,27.61,5,D
125,93.04,10,B
139,36.46,1,D
59,85.77,6,D
145,26.62,19,D
69,51.45,30,D
88,10.69,20,D
109,66.01,20,D
115,83.61,20,D
114,71.84,17,C
173,52.33,20,D
179,4.51,18,D
106,93.34,3,B
127,70.55,12,C
78,74.59,17,C
64,79.47,19,D
61,74.77,28,D
150,44.11,24,D
133,73.36,23,D
174,62.5,12,D
152,85.4,29,D
73,80.25,30,D
198,4.14,26,D
187,37.89,27,D
159,3.47,18,D
127,10.21,16,D
150,60.14,0,B
195,87.38,5,D
191,11.98,18,D
177,45.11,19,D
107,91.09,0,B
125,81.43,7,B
199,51.97,16,D
85,77.16,20,D
71,52.27,21,D
176,15.81,14,D
129,12.47,17,D
149,18.84,6,D
145,35.09,15,D
197,93.05,6,D
67,79.97,16,D
87,43.28,3,C
200,49.31,11,D
158,26.56,12,D
172,70.44,3,D
193,80.28,20,D
198,23.89,0,D
153,4.18,0,D
189,62.39,6,D
193,56.25,8,D
130,40.21,0,C
136,64.39,15,C
191,55.06,17,D
110,25.06,21,D
95,39.77,30,D
81,42.81,14,C
64,88.02,5,D
93,96.09,1,B
194,89.3,8,D
103,71.92,3,B
93,58.5,12,C
147,68.93,22,D
54,93.91,21,D
158,25.0,10,D
76,53.51,12,C
165,68.96,10,C
136,67.92,18,C
153,25.23,7,D
172,58.67,6,D
128,79.59,24,D
92,47.51,15,C
146,79.33,2,B
80,35.99,16,D
148,93.88,17,C
66,53.39,27,D
132,59.59,26,D
159,3.14,14,D
81,17.03,27,D
190,63.29,16,D
84,41.99,10,C
182,50.82,4,D
78,6.3,15,D
119,83.41,14,C
144,78.45,9,B
71,18.54,13,D
118,63.43,1,B
138,81.83,15,C
121,64.09,18,C
178,31.04,7,D
136,65.61,14,C
145,21.05,9,D
124,31.83,29,D
103,24.01,4,D
137,55.69,19,C
103,10.82,15,D
65,93.33,20,D
148,33.35,25,D
69,21.9,21,D
95,49.65,11,C
176,27.7,22,D
107,53.49,29,D
160,34.85,12,D
178,13.21,8,D
130,26.59,16,D
133,43.84,19,C
119,3.03,27,D
57,77.06,11,D
78,62.18,24,D
161,60.14,4,C
180,54.6,23,D
157,59.03,11,C
158,93.47,0,B
69,0.86,19,D
122,4.78,27,D
53,19.15,15,D
68,16.73,29,D
151,18.12,11,D
190,67.19,8,D
190,45.95,12,D
135,99.18,16,C
101,22.69,16,D
160,31.08,3,D
158,98.42,13,C
135,83.18,18,C
92,46.98,6,C
91,55.46,26,D
139,84.32,2,A
164,48.1,0,C
75,20.6,11,D
200,82.84,14,D
92,53.78,10,C
126,15.3,9,D
186,50.56,1,D
69,41.32,25,D
88,87.68,28,D
61,12.61,3,D
60,87.52,16,D
91,51.22,16,C
60,40.44,27,D
87,16.2,29,D
147,70.08,7,B
68,92.68,22,D
183,37.54,13,D
165,24.16,23,D
162,55.49,28,D
114,79.62,3,B
148,0.38,5,D
121,63.14,30,D
101,59.65,28,D
167,31.82,18,D
169,45.14,26,D
56,24.7,28,D
60,78.99,23,D
152,63.45,3,B
110,53.27,2,C
117,39.25,19,D
189,29.14,5,D
151,82.27,26,D
159,45.14,22,D
189,50.14,6,D
100,52.08,13,C
166,44.84,30,D
95,25.61,11,D
102,12.03,15,D
137,9.85,19,D
170,75.75,7,C
62,22.35,22,D
138,5.57,1,D
174,79.75,12,D
167,15.41,7,D
103,62.51,24,D
165,33.86,20,D
167,12.65,30,D
53,41.45,19,D
124,1.48,15,D
98,84.1,3,B
